,,,,
Saldos de productos,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,
811003961-9,,,,
"Miércoles, 31 de Diciembre de 2025 ",,,,
,,,,
,,,,
Código producto,Nombre producto,Referencia de fábrica,Saldo cantidades,
Producto: 32104 - ESENCIA MISSFLAVOR QUESO X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
32104,ESENCIA MISSFLAVOR QUESO X 500 CC,,3.00,
Producto: 32105 - ESENCIA MISSFLAVOR VAINILLA BLANCA X 500 CC,,,29.00,
Bodega: 6 - COLSABOR UNICA,,,29.00,
32105,ESENCIA MISSFLAVOR VAINILLA BLANCA X 500 CC,,29.00,
Producto: 32111 - ESENCIA MISSFLAVOR PIÑA X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
32111,ESENCIA MISSFLAVOR PIÑA X 500 CC,,3.00,
Producto: 32200 - ESENCIA MISSFLAVOR AREQUIPE X 20 LTS,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
32200,ESENCIA MISSFLAVOR AREQUIPE X 20 LTS,,2.00,
Producto: 32203 - ESENCIA MISSFLAVOR VAINILLA NEGRA X 20 LT,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
32203,ESENCIA MISSFLAVOR VAINILLA NEGRA X 20 LT,,3.00,
Producto: 32205 - ESENCIA MISSFLAVOR QUESO X 20 LT,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32205,ESENCIA MISSFLAVOR QUESO X 20 LT,,1.00,
Producto: 32206 - ESENCIA MISSFLAVOR NARANJA X 20 LTS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32206,ESENCIA MISSFLAVOR NARANJA X 20 LTS,,1.00,
Producto: 32207 - ESENCIA MISSFLAVOR VAINILLA BLANCA X 20 LT,,,6.20,
Bodega: 6 - COLSABOR UNICA,,,6.20,
32207,ESENCIA MISSFLAVOR VAINILLA BLANCA X 20 LT,,6.20,
Producto: 32208 - ESENCIA MISSFLAVOR MANTEQUILLA X 20 LT,,,47.00,
Bodega: 6 - COLSABOR UNICA,,,47.00,
32208,ESENCIA MISSFLAVOR MANTEQUILLA X 20 LT,,47.00,
Producto: 32209 - ESENCIA MISSFLAVOR CANELA X 20 LTS.,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
32209,ESENCIA MISSFLAVOR CANELA X 20 LTS.,,3.00,
Producto: 32211 - ESENCIA MISSFLAVOR AREQUIPE X 3850 CC,,,46.00,
Bodega: 6 - COLSABOR UNICA,,,46.00,
32211,ESENCIA MISSFLAVOR AREQUIPE X 3850 CC,,46.00,
Producto: 32212 - ESENCIA MISSFLAVOR COCO X 20 LTS.,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
32212,ESENCIA MISSFLAVOR COCO X 20 LTS.,,3.00,
Producto: 32253 - ESENCIA MISSFLAVOR LECHE CONDENSADA X 1 LT,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32253,ESENCIA MISSFLAVOR LECHE CONDENSADA X 1 LT,,1.00,
Producto: 32258 - ESENCIA MISSFLAVOR CANELA X 1 LT.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32258,ESENCIA MISSFLAVOR CANELA X 1 LT.,,1.00,
Producto: 32260 - ESENCIA MISSFLAVOR MANQUILLA X 1 LT,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32260,ESENCIA MISSFLAVOR MANQUILLA X 1 LT,,1.00,
Producto: 32261 - ESENCIA MISSFLAVOR PIÑA X 1 LT,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32261,ESENCIA MISSFLAVOR PIÑA X 1 LT,,1.00,
Producto: 32270 - ESENCIA MISSFLAVOR X 2000 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32270,ESENCIA MISSFLAVOR X 2000 CC,,1.00,
Producto: 32604 - ESENCIA MISSFLAVOR MANTEQUILLA X 10 LTS.,,,23.00,
Bodega: 5 - BODEGA 5,,,-2.00,
32604,ESENCIA MISSFLAVOR MANTEQUILLA X 10 LTS.,,-2.00,
Bodega: 6 - COLSABOR UNICA,,,25.00,
32604,ESENCIA MISSFLAVOR MANTEQUILLA X 10 LTS.,,25.00,
Producto: 32610 - ESENCIA COLSABOR LIMON X 10 LTS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32610,ESENCIA COLSABOR LIMON X 10 LTS,,1.00,
Producto: 32612 - ESENCIA MISSFLAVOR CANELA X 10 LTS.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32612,ESENCIA MISSFLAVOR CANELA X 10 LTS.,,1.00,
Producto: 32801 - JARABE DE CEREZA X KG.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32801,JARABE DE CEREZA X KG.,,1.00,
Producto: 32806 - JARABE DE UVA X KG,,,0.50,
Bodega: 6 - COLSABOR UNICA,,,0.50,
32806,JARABE DE UVA X KG,,0.50,
Producto: 32810 - JARABE DE MARACUYA X KG,,,10.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
32810,JARABE DE MARACUYA X KG,,10.00,
Producto: 32827 - JARABE DE MORAZUL X KG.,,,12.00,
Bodega: 6 - COLSABOR UNICA,,,12.00,
32827,JARABE DE MORAZUL X KG.,,12.00,
Producto: 34001 - ESENCIA BAKERMAN VAINILLA BLANCA X 1 LTS,,,51.00,
Bodega: 6 - COLSABOR UNICA,,,51.00,
34001,ESENCIA BAKERMAN VAINILLA BLANCA X 1 LTS,,51.00,
Producto: 35012 - MISSFLAVOR LECHE CONDENSADA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
35012,MISSFLAVOR LECHE CONDENSADA X 3850 CC,,1.00,
Producto: 35102 - ESENCIA MISSFLAVOR VAINILLA BLANCA X 3850 CC,,,114.00,
Bodega: 6 - COLSABOR UNICA,,,114.00,
35102,ESENCIA MISSFLAVOR VAINILLA BLANCA X 3850 CC,,114.00,
Producto: 35103 - ESENCIA MISSFLAVOR COCO X 3850 CC,,,26.00,
Bodega: 6 - COLSABOR UNICA,,,26.00,
35103,ESENCIA MISSFLAVOR COCO X 3850 CC,,26.00,
Producto: 35107 - ESENCIA MISSFLAVOR PONQUE X 3850 CC,,,34.00,
Bodega: 6 - COLSABOR UNICA,,,34.00,
35107,ESENCIA MISSFLAVOR PONQUE X 3850 CC,,34.00,
Producto: 35108 - ESENCIA MISSFLAVOR QUESO X 3850 CC,,,14.00,
Bodega: 6 - COLSABOR UNICA,,,14.00,
35108,ESENCIA MISSFLAVOR QUESO X 3850 CC,,14.00,
Producto: 35109 - ESENCIA MISSFLAVOR RON CON PASAS X 3850 CC,,,12.00,
Bodega: 6 - COLSABOR UNICA,,,12.00,
35109,ESENCIA MISSFLAVOR RON CON PASAS X 3850 CC,,12.00,
Producto: 35110 - ESENCIA MISSFLAVOR NARANJA X 3850 CC,,,29.00,
Bodega: 6 - COLSABOR UNICA,,,29.00,
35110,ESENCIA MISSFLAVOR NARANJA X 3850 CC,,29.00,
Producto: 35112 - ESENCIA MISSFLAVOR VAINILLA NEGRA X 3850 CC,,,16.00,
Bodega: 6 - COLSABOR UNICA,,,16.00,
35112,ESENCIA MISSFLAVOR VAINILLA NEGRA X 3850 CC,,16.00,
Producto: 35201 - ESENCIA MISSFLAVOR MANTEQUILLA X 500 CC,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
35201,ESENCIA MISSFLAVOR MANTEQUILLA X 500 CC,,8.00,
Producto: 35203 - ESENCIA MISSFLAVOR COCO X 500 CC,,,31.00,
Bodega: 6 - COLSABOR UNICA,,,31.00,
35203,ESENCIA MISSFLAVOR COCO X 500 CC,,31.00,
Producto: 35204 - ESENCIA MISSFLAVOR BANANO X 500 CC,,,12.00,
Bodega: 6 - COLSABOR UNICA,,,12.00,
35204,ESENCIA MISSFLAVOR BANANO X 500 CC,,12.00,
Producto: 35205 - ESENCIA MISSFLAVOR AREQUIPE X 500 CC,,,40.00,
Bodega: 6 - COLSABOR UNICA,,,40.00,
35205,ESENCIA MISSFLAVOR AREQUIPE X 500 CC,,40.00,
Producto: 35206 - ESENCIA MISSFLAVOR PONQUE X 500 CC,,,34.00,
Bodega: 6 - COLSABOR UNICA,,,34.00,
35206,ESENCIA MISSFLAVOR PONQUE X 500 CC,,34.00,
Producto: 35207 - ESENCIA MISSFLAVOR NARANJA X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
35207,ESENCIA MISSFLAVOR NARANJA X 500 CC,,3.00,
Producto: 35208 - ESENCIA MISSFLAVOR VAINILLA NEGRA X 500 CC,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
35208,ESENCIA MISSFLAVOR VAINILLA NEGRA X 500 CC,,7.00,
Producto: 35209 - ESENCIA MISSFLAVOR CANELA X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
35209,ESENCIA MISSFLAVOR CANELA X 500 CC,,3.00,
Producto: 35210 - ESENCIA MISSFLAVOR RON CON PASAS X 500 CC,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
35210,ESENCIA MISSFLAVOR RON CON PASAS X 500 CC,,7.00,
Producto: 401000 - ESENCIA COLSABOR MANTEQUILLA DOBLE CONCENTRACIÓN X KG.,,,0.27,
Bodega: 6 - COLSABOR UNICA,,,0.27,
401000,ESENCIA COLSABOR MANTEQUILLA DOBLE CONCENTRACIÓN X KG.,,0.27,
Producto: 401002 - ESENCIA COLSABOR BROWNIE X KL,,,1.38,
Bodega: 6 - COLSABOR UNICA,,,1.38,
401002,ESENCIA COLSABOR BROWNIE X KL,,1.38,
Producto: 401003 - ESENCIA COLSABOR MANGO BICHE X KG.,,,2.33,
Bodega: 6 - COLSABOR UNICA,,,2.33,
401003,ESENCIA COLSABOR MANGO BICHE X KG.,,2.33,
Producto: 401007 - ESENCIA COLSABOR ZANAHORIA X KL,,,0.37,
Bodega: 6 - COLSABOR UNICA,,,0.37,
401007,ESENCIA COLSABOR ZANAHORIA X KL,,0.37,
Producto: 401009 - ESENCIA COLSABOR CHOCOLO X KG,,,3.24,
Bodega: 6 - COLSABOR UNICA,,,3.24,
401009,ESENCIA COLSABOR CHOCOLO X KG,,3.24,
,,,,
Producto: 40109 - GLASS CREMOSO DE CHOCOLATE X KL,,,1.00,1.00
Bodega: 6 - COLSABOR UNICA,,,1.00,
40109,GLASS CREMOSO DE CHOCOLATE X KL,,1.00,
,,,,
Producto: 401101 - ESENCIA BAKERMAN AREQUIPE X KL,,,3.03,
Bodega: 6 - COLSABOR UNICA,,,3.03,
401101,ESENCIA BAKERMAN AREQUIPE X KL,,3.03,
Producto: 401102 - ESENCIA BAKERMAN BANANO X KL,,,4.41,
Bodega: 6 - COLSABOR UNICA,,,4.41,
401102,ESENCIA BAKERMAN BANANO X KL,,4.41,
Producto: 401103 - ESENCIA BAKERMAN CANELA X KL,,,-0.42,
Bodega: 6 - COLSABOR UNICA,,,-0.42,
401103,ESENCIA BAKERMAN CANELA X KL,,-0.42,
Producto: 401104 - ESENCIA BAKERMAN COCO X KL,,,0.21,
Bodega: 6 - COLSABOR UNICA,,,0.21,
401104,ESENCIA BAKERMAN COCO X KL,,0.21,
Producto: 401106 - ESENCIA BAKERMAN HINOJO X KL,,,1.34,
Bodega: 6 - COLSABOR UNICA,,,1.34,
401106,ESENCIA BAKERMAN HINOJO X KL,,1.34,
Producto: 401107 - ESENCIA BAKERMAN MANTEQUILLA X KL,,,4.60,
Bodega: 6 - COLSABOR UNICA,,,4.60,
401107,ESENCIA BAKERMAN MANTEQUILLA X KL,,4.60,
Producto: 401109 - ESENCIA BAKERMAN PIÑA X KL,,,0.87,
Bodega: 6 - COLSABOR UNICA,,,0.87,
401109,ESENCIA BAKERMAN PIÑA X KL,,0.87,
Producto: 401110 - ESENCIA BAKERMAN PONQUE X KL,,,3.53,
Bodega: 6 - COLSABOR UNICA,,,3.53,
401110,ESENCIA BAKERMAN PONQUE X KL,,3.53,
Producto: 401112 - ESENCIA BAKERMAN VAINILLA BLANCA X KL,,,0.90,
Bodega: 6 - COLSABOR UNICA,,,0.90,
401112,ESENCIA BAKERMAN VAINILLA BLANCA X KL,,0.90,
Producto: 401114 - ESENCIA BAKERMAN MARGARINA X KL,,,2.21,
Bodega: 6 - COLSABOR UNICA,,,2.21,
401114,ESENCIA BAKERMAN MARGARINA X KL,,2.21,
Producto: 401115 - ACHOCOLATADO EN POLVO X KL,,,0.78,
Bodega: 6 - COLSABOR UNICA,,,0.78,
401115,ACHOCOLATADO EN POLVO X KL,,0.78,
Producto: 401116 - ESENCIA BAKERMAN RON CON PASAS X KL,,,2.51,
Bodega: 6 - COLSABOR UNICA,,,2.51,
401116,ESENCIA BAKERMAN RON CON PASAS X KL,,2.51,
Producto: 401117 - ESENCIA BAKERMAN CARAMELO X KL,,,0.30,
Bodega: 6 - COLSABOR UNICA,,,0.30,
401117,ESENCIA BAKERMAN CARAMELO X KL,,0.30,
Producto: 401124 - ESENCIA BAKERMAN MANTECADO X KL,,,0.39,
Bodega: 6 - COLSABOR UNICA,,,0.39,
401124,ESENCIA BAKERMAN MANTECADO X KL,,0.39,
Producto: 401125 - ESENCIA BAKERMAN CHOCOLATE X KG.,,,2.39,
Bodega: 6 - COLSABOR UNICA,,,2.39,
401125,ESENCIA BAKERMAN CHOCOLATE X KG.,,2.39,
Producto: 401127 - ESENCIA BAKERMAN VAINILLA BLANCA GOURMET X KL,,,0.12,
Bodega: 6 - COLSABOR UNICA,,,0.12,
401127,ESENCIA BAKERMAN VAINILLA BLANCA GOURMET X KL,,0.12,
Producto: 401128 - ESENCIA BAKERMAN VAINILLA NEGRA GOURMET X KL,,,1.59,
Bodega: 6 - COLSABOR UNICA,,,1.59,
401128,ESENCIA BAKERMAN VAINILLA NEGRA GOURMET X KL,,1.59,
Producto: 401133 - ESENCIA BAKERMAN MANTEQUILLA SUPER X KG,,,3.18,
Bodega: 6 - COLSABOR UNICA,,,3.18,
401133,ESENCIA BAKERMAN MANTEQUILLA SUPER X KG,,3.18,
Producto: 401134 - ESENCIA BAKERMAN CHOCOLO X KL,,,1.56,
Bodega: 6 - COLSABOR UNICA,,,1.56,
401134,ESENCIA BAKERMAN CHOCOLO X KL,,1.56,
Producto: 401153 - ESENCIA MISSFLAVOR MARGARINA X KL,,,2.89,
Bodega: 6 - COLSABOR UNICA,,,2.89,
401153,ESENCIA MISSFLAVOR MARGARINA X KL,,2.89,
Producto: 401159 - ESENCIA CEREZA CAKE X KL,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
401159,ESENCIA CEREZA CAKE X KL,,5.00,
Producto: 401160 - ESENCIA MOSCATEL CAKE X KL,,,2.50,
Bodega: 6 - COLSABOR UNICA,,,2.50,
401160,ESENCIA MOSCATEL CAKE X KL,,2.50,
Producto: 401162 - POLVO PARA HORNEAR COLSABOR X KL,,,93.18,
Bodega: 6 - COLSABOR UNICA,,,93.18,
401162,POLVO PARA HORNEAR COLSABOR X KL,,93.18,
Producto: 401164 - CEBOLLA SAL X KL,,,3.48,
Bodega: 6 - COLSABOR UNICA,,,3.48,
401164,CEBOLLA SAL X KL,,3.48,
Producto: 401166 - LIMON SNACK EN POLVO X KL,,,0.83,
Bodega: 6 - COLSABOR UNICA,,,0.83,
401166,LIMON SNACK EN POLVO X KL,,0.83,
Producto: 401168 - MEJORADOR BAKERMAN X KL,,,11.96,
Bodega: 6 - COLSABOR UNICA,,,11.96,
401168,MEJORADOR BAKERMAN X KL,,11.96,
Producto: 401169 - AZUCAR 5X X KL,,,497.00,
Bodega: 6 - COLSABOR UNICA,,,497.00,
401169,AZUCAR 5X X KL,,497.00,
Producto: 401170 - POLVO PARA HORNEAR BAKERMAN DOBLE ACCION X KL,,,28.24,
Bodega: 6 - COLSABOR UNICA,,,28.24,
401170,POLVO PARA HORNEAR BAKERMAN DOBLE ACCION X KL,,28.24,
Producto: 401171 - ESENCIA CASERA DE VAINILLA NEGRA X KL,,,3.37,
Bodega: 6 - COLSABOR UNICA,,,3.37,
401171,ESENCIA CASERA DE VAINILLA NEGRA X KL,,3.37,
Producto: 401172 - SUCRALOSA 15X  X KL,,,4.52,
Bodega: 6 - COLSABOR UNICA,,,4.52,
401172,SUCRALOSA 15X  X KL,,4.52,
Producto: 401174 - COLOR CARAMELO COLSABOR X KL,,,22.90,
Bodega: 6 - COLSABOR UNICA,,,22.90,
401174,COLOR CARAMELO COLSABOR X KL,,22.90,
Producto: 401175 - SAL BAJA EN SODIO 40/77,,,3.98,
Bodega: 6 - COLSABOR UNICA,,,3.98,
401175,SAL BAJA EN SODIO 40/77,,3.98,
Producto: 401179 - CMC 28 X KL,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
401179,CMC 28 X KL,,1.00,
Producto: 40118 - ESENCIA COLSABOR MANI X KL,,,1.40,
Bodega: 6 - COLSABOR UNICA,,,1.40,
40118,ESENCIA COLSABOR MANI X KL,,1.40,
Producto: 401183 - ESTABILIZANTE LUXURY 410 X KL,,,184.74,
Bodega: 6 - COLSABOR UNICA,,,184.74,
401183,ESTABILIZANTE LUXURY 410 X KL,,184.74,
Producto: 401189 - ANTIMOHO X KL,,,72.10,
Bodega: 6 - COLSABOR UNICA,,,72.10,
401189,ANTIMOHO X KL,,72.10,
Producto: 40119 - ESENCIA COLSABOR CREMA DE WHISKY X KL,,,1.71,
Bodega: 6 - COLSABOR UNICA,,,1.71,
40119,ESENCIA COLSABOR CREMA DE WHISKY X KL,,1.71,
Producto: 401192 - BARBECUE PICANTE PARA SNACK,,,0.47,
Bodega: 6 - COLSABOR UNICA,,,0.47,
401192,BARBECUE PICANTE PARA SNACK,,0.47,
Producto: 401193 - AZUCAR GLASS DE CANELA X KG.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
401193,AZUCAR GLASS DE CANELA X KG.,,1.00,
Producto: 401196 - TOCINETA PARA SNACKS X KG.,,,2.08,
Bodega: 6 - COLSABOR UNICA,,,2.08,
401196,TOCINETA PARA SNACKS X KG.,,2.08,
Producto: 401197 - LIMON PARA SNACKS NATURAL X KG.,,,0.87,
Bodega: 6 - COLSABOR UNICA,,,0.87,
401197,LIMON PARA SNACKS NATURAL X KG.,,0.87,
Producto: 401198 - CARAMELO PARA SNACKS X KG.,,,0.62,
Bodega: 6 - COLSABOR UNICA,,,0.62,
401198,CARAMELO PARA SNACKS X KG.,,0.62,
Producto: 40120 - ESENCIA COLSABOR CEREZA X KL,,,0.20,
Bodega: 6 - COLSABOR UNICA,,,0.20,
40120,ESENCIA COLSABOR CEREZA X KL,,0.20,
Producto: 401200 - ESENCIA COLSABOR ULTRA NARANJA X KG.,,,4.34,
Bodega: 6 - COLSABOR UNICA,,,4.34,
401200,ESENCIA COLSABOR ULTRA NARANJA X KG.,,4.34,
Producto: 401202 - 2-B-FINE JUNIOR VAINILLA X KG.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
401202,2-B-FINE JUNIOR VAINILLA X KG.,,1.00,
Producto: 401205 - FLAMIN HOT PARA SNCKS X KG.,,,0.44,
Bodega: 6 - COLSABOR UNICA,,,0.44,
401205,FLAMIN HOT PARA SNCKS X KG.,,0.44,
Producto: 401206 - SABOR SNACK BARBECUE DULCE X KG,,,0.08,
Bodega: 6 - COLSABOR UNICA,,,0.08,
401206,SABOR SNACK BARBECUE DULCE X KG,,0.08,
Producto: 401212 - SAL PARA SNACKS X KG.,,,42.84,
Bodega: 6 - COLSABOR UNICA,,,42.84,
401212,SAL PARA SNACKS X KG.,,42.84,
Producto: 401213 - SAL ESPECIAL PARA SNACKS X KL,,,1.90,
Bodega: 6 - COLSABOR UNICA,,,1.90,
401213,SAL ESPECIAL PARA SNACKS X KL,,1.90,
Producto: 40122 - ESENCIA COLSABOR CLAVO DE OLOR X KL,,,3.05,
Bodega: 6 - COLSABOR UNICA,,,3.05,
40122,ESENCIA COLSABOR CLAVO DE OLOR X KL,,3.05,
Producto: 401226 - ESENCIA MISSFLAVOR CHOCOLATE X KL,,,1.81,
Bodega: 6 - COLSABOR UNICA,,,1.81,
401226,ESENCIA MISSFLAVOR CHOCOLATE X KL,,1.81,
Producto: 40123 - ESENCIA COLSABOR MANGO X KL,,,2.92,
Bodega: 6 - COLSABOR UNICA,,,2.92,
40123,ESENCIA COLSABOR MANGO X KL,,2.92,
,,,,
Producto: 401235 - GLASS CREMOSO DE LIMON BAKERMAN X KL,,,1.00,1.00
Bodega: 6 - COLSABOR UNICA,,,1.00,
401235,GLASS CREMOSO DE LIMON BAKERMAN X KL,,1.00,
,,,,
Producto: 40124 - ESENCIA COLSABOR MANZANA VERDE X KL,,,0.20,
Bodega: 6 - COLSABOR UNICA,,,0.20,
40124,ESENCIA COLSABOR MANZANA VERDE X KL,,0.20,
Producto: 401240 - ESENCIA BAKERMAN MANTEQUILLA ALIÑADA X KL,,,0.49,
Bodega: 6 - COLSABOR UNICA,,,0.49,
401240,ESENCIA BAKERMAN MANTEQUILLA ALIÑADA X KL,,0.49,
Producto: 401241 - ESENCIA CAFE CAKE X KL,,,4.40,
Bodega: 6 - COLSABOR UNICA,,,4.40,
401241,ESENCIA CAFE CAKE X KL,,4.40,
Producto: 401263 - QUESO CHEDDAR PARA SNACKS X KL,,,1.45,
Bodega: 6 - COLSABOR UNICA,,,1.45,
401263,QUESO CHEDDAR PARA SNACKS X KL,,1.45,
Producto: 401266 - SABOR PARA SNACKS MIEL X KG,,,0.10,
Bodega: 6 - COLSABOR UNICA,,,0.10,
401266,SABOR PARA SNACKS MIEL X KG,,0.10,
Producto: 401268 - SABOR EN POLVO LIMON SNACKS SABOR CONCENTRADO X KL,,,155.50,
Bodega: 6 - COLSABOR UNICA,,,155.50,
401268,SABOR EN POLVO LIMON SNACKS SABOR CONCENTRADO X KL,,155.50,
Producto: 401271 - LIMON PIMIENTA SNACKS X KG,,,2.15,
Bodega: 6 - COLSABOR UNICA,,,2.15,
401271,LIMON PIMIENTA SNACKS X KG,,2.15,
Producto: 401274 - ESENCIA CEREZA CAKE CONCENTRADA 13 VOL X KG.,,,10.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
401274,ESENCIA CEREZA CAKE CONCENTRADA 13 VOL X KG.,,10.00,
Producto: 40128 - ESENCIA COLSABOR MACADAMIA X KL,,,3.07,
Bodega: 6 - COLSABOR UNICA,,,3.07,
40128,ESENCIA COLSABOR MACADAMIA X KL,,3.07,
Producto: 40129 - ESENCIA COLSABOR TORTA CASERA X KL,,,3.26,
Bodega: 6 - COLSABOR UNICA,,,3.26,
40129,ESENCIA COLSABOR TORTA CASERA X KL,,3.26,
Producto: 40130 - ESENCIA COLSABOR KIWI X KL,,,1.45,
Bodega: 6 - COLSABOR UNICA,,,1.45,
40130,ESENCIA COLSABOR KIWI X KL,,1.45,
Producto: 40131 - ESENCIA COLSABOR CREMA CHANTILLY X KL,,,0.53,
Bodega: 6 - COLSABOR UNICA,,,0.53,
40131,ESENCIA COLSABOR CREMA CHANTILLY X KL,,0.53,
Producto: 40132 - ESENCIA COLSABOR MENTA X KL,,,3.18,
Bodega: 6 - COLSABOR UNICA,,,3.18,
40132,ESENCIA COLSABOR MENTA X KL,,3.18,
Producto: 40136 - ESENCIA COLSABOR AMARETTO X KL,,,2.28,
Bodega: 6 - COLSABOR UNICA,,,2.28,
40136,ESENCIA COLSABOR AMARETTO X KL,,2.28,
Producto: 40137 - ESENCIA COLSABOR LULO X KL,,,1.14,
Bodega: 6 - COLSABOR UNICA,,,1.14,
40137,ESENCIA COLSABOR LULO X KL,,1.14,
Producto: 40138 - ESENCIA COLSABOR HUMO X KL,,,3.60,
Bodega: 6 - COLSABOR UNICA,,,3.60,
40138,ESENCIA COLSABOR HUMO X KL,,3.60,
Producto: 40142 - ESENCIA COLSABOR TRES LECHES X KG,,,-3.80,
Bodega: 6 - COLSABOR UNICA,,,-3.80,
40142,ESENCIA COLSABOR TRES LECHES X KG,,-3.80,
Producto: 40150 - ESENCIA COLSABOR ANIS X KL,,,2.88,
Bodega: 6 - COLSABOR UNICA,,,2.88,
40150,ESENCIA COLSABOR ANIS X KL,,2.88,
Producto: 40151 - ESENCIA COLSABOR ALMENDRA X KL,,,2.24,
Bodega: 6 - COLSABOR UNICA,,,2.24,
40151,ESENCIA COLSABOR ALMENDRA X KL,,2.24,
Producto: 40152 - ESENCIA COLSABOR AREQUIPE X KL,,,3.29,
Bodega: 6 - COLSABOR UNICA,,,3.29,
40152,ESENCIA COLSABOR AREQUIPE X KL,,3.29,
Producto: 40153 - ESENCIA COLSABOR BANANO X KL,,,0.41,
Bodega: 6 - COLSABOR UNICA,,,0.41,
40153,ESENCIA COLSABOR BANANO X KL,,0.41,
Producto: 40154 - ESENCIA COLSABOR BRANDY X KL,,,1.74,
Bodega: 6 - COLSABOR UNICA,,,1.74,
40154,ESENCIA COLSABOR BRANDY X KL,,1.74,
Producto: 40155 - ESENCIA COLSABOR CARAMELO X KL,,,0.02,
Bodega: 6 - COLSABOR UNICA,,,0.02,
40155,ESENCIA COLSABOR CARAMELO X KL,,0.02,
Producto: 40156 - ESENCIA COLSABOR TIRAMISU X KL,,,1.26,
Bodega: 6 - COLSABOR UNICA,,,1.26,
40156,ESENCIA COLSABOR TIRAMISU X KL,,1.26,
Producto: 40158 - ESENCIA COLSABOR COCO X KL,,,0.29,
Bodega: 6 - COLSABOR UNICA,,,0.29,
40158,ESENCIA COLSABOR COCO X KL,,0.29,
Producto: 40159 - ESENCIA COLSABOR KOLA ROJA X KL,,,2.92,
Bodega: 6 - COLSABOR UNICA,,,2.92,
40159,ESENCIA COLSABOR KOLA ROJA X KL,,2.92,
Producto: 40161 - ESENCIA COLSABOR CHOCOLATE X KL,,,2.81,
Bodega: 6 - COLSABOR UNICA,,,2.81,
40161,ESENCIA COLSABOR CHOCOLATE X KL,,2.81,
Producto: 40163 - ESENCIA COLSABOR FRAMBUESA X KL,,,1.97,
Bodega: 6 - COLSABOR UNICA,,,1.97,
40163,ESENCIA COLSABOR FRAMBUESA X KL,,1.97,
Producto: 40164 - ESENCIA COLSABOR FRESA X KL,,,1.64,
Bodega: 6 - COLSABOR UNICA,,,1.64,
40164,ESENCIA COLSABOR FRESA X KL,,1.64,
Producto: 40165 - ESENCIA COLSABOR GUANABANA X KL,,,1.31,
Bodega: 6 - COLSABOR UNICA,,,1.31,
40165,ESENCIA COLSABOR GUANABANA X KL,,1.31,
Producto: 40166 - ESENCIA COLSABOR HINOJO X KL,,,0.06,
Bodega: 6 - COLSABOR UNICA,,,0.06,
40166,ESENCIA COLSABOR HINOJO X KL,,0.06,
Producto: 40167 - ESENCIA COLSABOR LECHE CONDENSADA X KL,,,3.05,
Bodega: 6 - COLSABOR UNICA,,,3.05,
40167,ESENCIA COLSABOR LECHE CONDENSADA X KL,,3.05,
Producto: 40168 - ESENCIA COLSABOR LIMON X KL,,,1.54,
Bodega: 6 - COLSABOR UNICA,,,1.54,
40168,ESENCIA COLSABOR LIMON X KL,,1.54,
Producto: 40169 - ESENCIA COLSABOR MANDARINA X KL,,,3.30,
Bodega: 6 - COLSABOR UNICA,,,3.30,
40169,ESENCIA COLSABOR MANDARINA X KL,,3.30,
Producto: 40172 - ESENCIA COLSABOR MANTEQUILLA X KL,,,0.36,
Bodega: 6 - COLSABOR UNICA,,,0.36,
40172,ESENCIA COLSABOR MANTEQUILLA X KL,,0.36,
Producto: 40173 - ESENCIA COLSABOR MANZANA ROJA X KL,,,2.97,
Bodega: 6 - COLSABOR UNICA,,,2.97,
